Video Path,chunk,label
../Engagement Datasets/DAiSEE/DAiSEE/DataSet/Train/110001/1100011023/1100011023.avi,1100011023.avi,3
../Engagement Datasets/DAiSEE/DAiSEE/DataSet/Train/110001/1100011025/1100011025.avi,1100011025.avi,3
../Engagement Datasets/DAiSEE/DAiSEE/DataSet/Train/110001/1100011026/1100011026.avi,1100011026.avi,3
../Engagement Datasets/DAiSEE/DAiSEE/DataSet/Train/110001/1100011027/1100011027.avi,1100011027.avi,3
../Engagement Datasets/DAiSEE/DAiSEE/DataSet/Train/110001/1100011028/1100011028.avi,1100011028.avi,3
../Engagement Datasets/DAiSEE/DAiSEE/DataSet/Train/110001/1100011029/1100011029.avi,1100011029.avi,3
../Engagement Datasets/DAiSEE/DAiSEE/DataSet/Train/110001/1100011031/1100011031.avi,1100011031.avi,3
../Engagement Datasets/DAiSEE/DAiSEE/DataSet/Train/110001/1100011032/1100011032.avi,1100011032.avi,3
../Engagement Datasets/DAiSEE/DAiSEE/DataSet/Train/110001/1100011034/1100011034.avi,1100011034.avi,3
../Engagement Datasets/DAiSEE/DAiSEE/DataSet/Train/110001/1100011035/1100011035.avi,1100011035.avi,3
../Engagement Datasets/DAiSEE/DAiSEE/DataSet/Train/110001/1100011037/1100011037.avi,1100011037.avi,3
../Engagement Datasets/DAiSEE/DAiSEE/DataSet/Train/110001/1100011038/1100011038.avi,1100011038.avi,3
../Engagement Datasets/DAiSEE/DAiSEE/DataSet/Train/110001/1100011040/1100011040.avi,1100011040.avi,2
../Engagement Datasets/DAiSEE/DAiSEE/DataSet/Train/110001/1100011046/1100011046.avi,1100011046.avi,3
../Engagement Datasets/DAiSEE/DAiSEE/DataSet/Train/110001/1100011047/1100011047.avi,1100011047.avi,3
../Engagement Datasets/DAiSEE/DAiSEE/DataSet/Train/110001/1100011048/1100011048.avi,1100011048.avi,2
../Engagement Datasets/DAiSEE/DAiSEE/DataSet/Train/110001/1100011049/1100011049.avi,1100011049.avi,3
../Engagement Datasets/DAiSEE/DAiSEE/DataSet/Train/110001/1100011050/1100011050.avi,1100011050.avi,3
../Engagement Datasets/DAiSEE/DAiSEE/DataSet/Train/110001/1100011051/1100011051.avi,1100011051.avi,3
../Engagement Datasets/DAiSEE/DAiSEE/DataSet/Train/110001/1100011052/1100011052.avi,1100011052.avi,3
../Engagement Datasets/DAiSEE/DAiSEE/DataSet/Train/110001/1100011053/1100011053.avi,1100011053.avi,3
../Engagement Datasets/DAiSEE/DAiSEE/DataSet/Train/110001/1100011054/1100011054.avi,1100011054.avi,3
../Engagement Datasets/DAiSEE/DAiSEE/DataSet/Train/110001/1100011055/1100011055.avi,1100011055.avi,3
../Engagement Datasets/DAiSEE/DAiSEE/DataSet/Train/110001/1100011056/1100011056.avi,1100011056.avi,3
../Engagement Datasets/DAiSEE/DAiSEE/DataSet/Train/110001/1100011057/1100011057.avi,1100011057.avi,3
../Engagement Datasets/DAiSEE/DAiSEE/DataSet/Train/110001/1100011058/1100011058.avi,1100011058.avi,3
../Engagement Datasets/DAiSEE/DAiSEE/DataSet/Train/110001/1100011059/1100011059.avi,1100011059.avi,3
../Engagement Datasets/DAiSEE/DAiSEE/DataSet/Train/110001/1100011060/1100011060.avi,1100011060.avi,3
../Engagement Datasets/DAiSEE/DAiSEE/DataSet/Train/110001/1100011062/1100011062.avi,1100011062.avi,3
../Engagement Datasets/DAiSEE/DAiSEE/DataSet/Train/110001/1100011063/1100011063.avi,1100011063.avi,3
../Engagement Datasets/DAiSEE/DAiSEE/DataSet/Train/110001/1100011064/1100011064.avi,1100011064.avi,3
../Engagement Datasets/DAiSEE/DAiSEE/DataSet/Train/110001/1100011066/1100011066.avi,1100011066.avi,3
../Engagement Datasets/DAiSEE/DAiSEE/DataSet/Train/110001/1100011067/1100011067.avi,1100011067.avi,3
../Engagement Datasets/DAiSEE/DAiSEE/DataSet/Train/110001/1100011068/1100011068.avi,1100011068.avi,3
../Engagement Datasets/DAiSEE/DAiSEE/DataSet/Train/110001/1100011069/1100011069.avi,1100011069.avi,3
../Engagement Datasets/DAiSEE/DAiSEE/DataSet/Train/110001/1100011070/1100011070.avi,1100011070.avi,3
../Engagement Datasets/DAiSEE/DAiSEE/DataSet/Train/110001/1100011071/1100011071.avi,1100011071.avi,3
../Engagement Datasets/DAiSEE/DAiSEE/DataSet/Train/110001/1100011072/1100011072.avi,1100011072.avi,3
../Engagement Datasets/DAiSEE/DAiSEE/DataSet/Train/110001/1100011073/1100011073.avi,1100011073.avi,3
../Engagement Datasets/DAiSEE/DAiSEE/DataSet/Train/110001/1100011075/1100011075.avi,1100011075.avi,3
../Engagement Datasets/DAiSEE/DAiSEE/DataSet/Train/110001/1100011076/1100011076.avi,1100011076.avi,3
../Engagement Datasets/DAiSEE/DAiSEE/DataSet/Train/110001/1100011078/1100011078.avi,1100011078.avi,2
../Engagement Datasets/DAiSEE/DAiSEE/DataSet/Train/110001/1100011079/1100011079.avi,1100011079.avi,3
../Engagement Datasets/DAiSEE/DAiSEE/DataSet/Train/110001/1100011080/1100011080.avi,1100011080.avi,3
../Engagement Datasets/DAiSEE/DAiSEE/DataSet/Train/110001/1100011081/1100011081.avi,1100011081.avi,3
../Engagement Datasets/DAiSEE/DAiSEE/DataSet/Train/110001/1100011082/1100011082.avi,1100011082.avi,3
../Engagement Datasets/DAiSEE/DAiSEE/DataSet/Train/110001/1100011083/1100011083.avi,1100011083.avi,3
../Engagement Datasets/DAiSEE/DAiSEE/DataSet/Train/110001/1100012001/1100012001.avi,1100012001.avi,3
../Engagement Datasets/DAiSEE/DAiSEE/DataSet/Train/110001/1100012003/1100012003.avi,1100012003.avi,3
../Engagement Datasets/DAiSEE/DAiSEE/DataSet/Train/110001/1100012007/1100012007.avi,1100012007.avi,3
../Engagement Datasets/DAiSEE/DAiSEE/DataSet/Train/110001/1100012008/1100012008.avi,1100012008.avi,3
../Engagement Datasets/DAiSEE/DAiSEE/DataSet/Train/110001/1100012009/1100012009.avi,1100012009.avi,3
../Engagement Datasets/DAiSEE/DAiSEE/DataSet/Train/110001/1100012010/1100012010.avi,1100012010.avi,3
../Engagement Datasets/DAiSEE/DAiSEE/DataSet/Train/110001/1100012011/1100012011.avi,1100012011.avi,3
../Engagement Datasets/DAiSEE/DAiSEE/DataSet/Train/110001/1100012013/1100012013.avi,1100012013.avi,3
../Engagement Datasets/DAiSEE/DAiSEE/DataSet/Train/110001/1100012014/1100012014.avi,1100012014.avi,3
../Engagement Datasets/DAiSEE/DAiSEE/DataSet/Train/110001/1100012015/1100012015.avi,1100012015.avi,3
../Engagement Datasets/DAiSEE/DAiSEE/DataSet/Train/110001/1100012016/1100012016.avi,1100012016.avi,3
../Engagement Datasets/DAiSEE/DAiSEE/DataSet/Train/110001/1100012017/1100012017.avi,1100012017.avi,3
../Engagement Datasets/DAiSEE/DAiSEE/DataSet/Train/110001/1100012018/1100012018.avi,1100012018.avi,3
../Engagement Datasets/DAiSEE/DAiSEE/DataSet/Train/110001/1100012021/1100012021.avi,1100012021.avi,2
../Engagement Datasets/DAiSEE/DAiSEE/DataSet/Train/110001/1100012022/1100012022.avi,1100012022.avi,3
../Engagement Datasets/DAiSEE/DAiSEE/DataSet/Train/110001/1100012023/1100012023.avi,1100012023.avi,3
../Engagement Datasets/DAiSEE/DAiSEE/DataSet/Train/110001/1100012025/1100012025.avi,1100012025.avi,3
../Engagement Datasets/DAiSEE/DAiSEE/DataSet/Train/110001/1100012026/1100012026.avi,1100012026.avi,3
../Engagement Datasets/DAiSEE/DAiSEE/DataSet/Train/110001/1100012027/1100012027.avi,1100012027.avi,3
../Engagement Datasets/DAiSEE/DAiSEE/DataSet/Train/110001/1100012028/1100012028.avi,1100012028.avi,3
../Engagement Datasets/DAiSEE/DAiSEE/DataSet/Train/110001/1100012030/1100012030.avi,1100012030.avi,3
../Engagement Datasets/DAiSEE/DAiSEE/DataSet/Train/110001/1100012031/1100012031.avi,1100012031.avi,3
../Engagement Datasets/DAiSEE/DAiSEE/DataSet/Train/110001/1100012032/1100012032.avi,1100012032.avi,3
../Engagement Datasets/DAiSEE/DAiSEE/DataSet/Train/110001/1100012033/1100012033.avi,1100012033.avi,3
../Engagement Datasets/DAiSEE/DAiSEE/DataSet/Train/110001/1100012036/1100012036.avi,1100012036.avi,3
../Engagement Datasets/DAiSEE/DAiSEE/DataSet/Train/110001/1100012037/1100012037.avi,1100012037.avi,3
../Engagement Datasets/DAiSEE/DAiSEE/DataSet/Train/110001/1100012038/1100012038.avi,1100012038.avi,3
../Engagement Datasets/DAiSEE/DAiSEE/DataSet/Train/110001/1100012041/1100012041.avi,1100012041.avi,3
../Engagement Datasets/DAiSEE/DAiSEE/DataSet/Train/110001/1100012042/1100012042.avi,1100012042.avi,2
../Engagement Datasets/DAiSEE/DAiSEE/DataSet/Train/110001/1100012045/1100012045.avi,1100012045.avi,2
../Engagement Datasets/DAiSEE/DAiSEE/DataSet/Train/110001/1100012046/1100012046.avi,1100012046.avi,3
../Engagement Datasets/DAiSEE/DAiSEE/DataSet/Train/110001/1100012047/1100012047.avi,1100012047.avi,2
../Engagement Datasets/DAiSEE/DAiSEE/DataSet/Train/110001/1100012049/1100012049.avi,1100012049.avi,3
../Engagement Datasets/DAiSEE/DAiSEE/DataSet/Train/110001/1100012050/1100012050.avi,1100012050.avi,3
../Engagement Datasets/DAiSEE/DAiSEE/DataSet/Train/110001/1100012051/1100012051.avi,1100012051.avi,3
../Engagement Datasets/DAiSEE/DAiSEE/DataSet/Train/110001/1100012052/1100012052.avi,1100012052.avi,3
../Engagement Datasets/DAiSEE/DAiSEE/DataSet/Train/110001/1100012057/1100012057.avi,1100012057.avi,3
../Engagement Datasets/DAiSEE/DAiSEE/DataSet/Train/110001/1100012059/1100012059.avi,1100012059.avi,3
../Engagement Datasets/DAiSEE/DAiSEE/DataSet/Train/110001/1100012060/1100012060.avi,1100012060.avi,3
../Engagement Datasets/DAiSEE/DAiSEE/DataSet/Train/110001/1100012061/1100012061.avi,1100012061.avi,3
../Engagement Datasets/DAiSEE/DAiSEE/DataSet/Train/110001/1100012062/1100012062.avi,1100012062.avi,3
../Engagement Datasets/DAiSEE/DAiSEE/DataSet/Train/110001/1100012063/1100012063.avi,1100012063.avi,3
../Engagement Datasets/DAiSEE/DAiSEE/DataSet/Train/110001/1100012064/1100012064.avi,1100012064.avi,3
../Engagement Datasets/DAiSEE/DAiSEE/DataSet/Train/110001/1100012065/1100012065.avi,1100012065.avi,3
../Engagement Datasets/DAiSEE/DAiSEE/DataSet/Train/110001/1100012066/1100012066.avi,1100012066.avi,3
../Engagement Datasets/DAiSEE/DAiSEE/DataSet/Train/110001/1100012069/1100012069.avi,1100012069.avi,3
../Engagement Datasets/DAiSEE/DAiSEE/DataSet/Train/110002/1100021001/1100021001.avi,1100021001.avi,2
../Engagement Datasets/DAiSEE/DAiSEE/DataSet/Train/110002/1100021003/1100021003.avi,1100021003.avi,1
../Engagement Datasets/DAiSEE/DAiSEE/DataSet/Train/110002/1100021015/1100021015.avi,1100021015.avi,2
../Engagement Datasets/DAiSEE/DAiSEE/DataSet/Train/110002/1100021038/1100021038.avi,1100021038.avi,2
../Engagement Datasets/DAiSEE/DAiSEE/DataSet/Train/110002/1100021039/1100021039.avi,1100021039.avi,2
../Engagement Datasets/DAiSEE/DAiSEE/DataSet/Train/110002/1100021040/1100021040.avi,1100021040.avi,3
../Engagement Datasets/DAiSEE/DAiSEE/DataSet/Train/110002/1100021045/1100021045.avi,1100021045.avi,3
../Engagement Datasets/DAiSEE/DAiSEE/DataSet/Train/110002/1100021050/1100021050.avi,1100021050.avi,3
../Engagement Datasets/DAiSEE/DAiSEE/DataSet/Train/110002/1100021055/1100021055.avi,1100021055.avi,1
../Engagement Datasets/DAiSEE/DAiSEE/DataSet/Train/110002/1100022001/1100022001.avi,1100022001.avi,3
../Engagement Datasets/DAiSEE/DAiSEE/DataSet/Train/110002/1100022002/1100022002.avi,1100022002.avi,2
../Engagement Datasets/DAiSEE/DAiSEE/DataSet/Train/110002/1100022003/1100022003.avi,1100022003.avi,3
../Engagement Datasets/DAiSEE/DAiSEE/DataSet/Train/110002/1100022004/1100022004.avi,1100022004.avi,3
../Engagement Datasets/DAiSEE/DAiSEE/DataSet/Train/110002/1100022005/1100022005.avi,1100022005.avi,1
../Engagement Datasets/DAiSEE/DAiSEE/DataSet/Train/110002/1100022008/1100022008.avi,1100022008.avi,2
../Engagement Datasets/DAiSEE/DAiSEE/DataSet/Train/110002/1100022009/1100022009.avi,1100022009.avi,3
../Engagement Datasets/DAiSEE/DAiSEE/DataSet/Train/110002/1100022014/1100022014.avi,1100022014.avi,3
../Engagement Datasets/DAiSEE/DAiSEE/DataSet/Train/110002/1100022019/1100022019.avi,1100022019.avi,3
../Engagement Datasets/DAiSEE/DAiSEE/DataSet/Train/110002/1100022020/1100022020.avi,1100022020.avi,2
../Engagement Datasets/DAiSEE/DAiSEE/DataSet/Train/110002/1100022021/1100022021.avi,1100022021.avi,2
../Engagement Datasets/DAiSEE/DAiSEE/DataSet/Train/110002/1100022022/1100022022.avi,1100022022.avi,2
../Engagement Datasets/DAiSEE/DAiSEE/DataSet/Train/110002/1100022026/1100022026.avi,1100022026.avi,3
../Engagement Datasets/DAiSEE/DAiSEE/DataSet/Train/110002/1100022027/1100022027.avi,1100022027.avi,3
../Engagement Datasets/DAiSEE/DAiSEE/DataSet/Train/110002/1100022028/1100022028.avi,1100022028.avi,3
../Engagement Datasets/DAiSEE/DAiSEE/DataSet/Train/110002/1100022029/1100022029.avi,1100022029.avi,3
../Engagement Datasets/DAiSEE/DAiSEE/DataSet/Train/110002/1100022031/1100022031.avi,1100022031.avi,3
../Engagement Datasets/DAiSEE/DAiSEE/DataSet/Train/110002/1100022035/1100022035.avi,1100022035.avi,2
../Engagement Datasets/DAiSEE/DAiSEE/DataSet/Train/110002/1100022038/1100022038.avi,1100022038.avi,3
../Engagement Datasets/DAiSEE/DAiSEE/DataSet/Train/110002/1100022039/1100022039.avi,1100022039.avi,3
../Engagement Datasets/DAiSEE/DAiSEE/DataSet/Train/110002/1100022045/1100022045.avi,1100022045.avi,3
../Engagement Datasets/DAiSEE/DAiSEE/DataSet/Train/110002/1100022046/1100022046.avi,1100022046.avi,3
../Engagement Datasets/DAiSEE/DAiSEE/DataSet/Train/110002/1100022047/1100022047.avi,1100022047.avi,3
../Engagement Datasets/DAiSEE/DAiSEE/DataSet/Train/110002/1100022048/1100022048.avi,1100022048.avi,2
../Engagement Datasets/DAiSEE/DAiSEE/DataSet/Train/110002/1100022049/1100022049.avi,1100022049.avi,2
../Engagement Datasets/DAiSEE/DAiSEE/DataSet/Train/110002/1100022051/1100022051.avi,1100022051.avi,3
../Engagement Datasets/DAiSEE/DAiSEE/DataSet/Train/110002/1100022052/1100022052.avi,1100022052.avi,2
../Engagement Datasets/DAiSEE/DAiSEE/DataSet/Train/110002/1100022053/1100022053.avi,1100022053.avi,2
../Engagement Datasets/DAiSEE/DAiSEE/DataSet/Train/110002/1100022054/1100022054.avi,1100022054.avi,2
../Engagement Datasets/DAiSEE/DAiSEE/DataSet/Train/110002/1100022055/1100022055.avi,1100022055.avi,2
../Engagement Datasets/DAiSEE/DAiSEE/DataSet/Train/110002/1100022056/1100022056.avi,1100022056.avi,3
../Engagement Datasets/DAiSEE/DAiSEE/DataSet/Train/110002/1100022057/1100022057.avi,1100022057.avi,2
../Engagement Datasets/DAiSEE/DAiSEE/DataSet/Train/110004/1100041006/1100041006.avi,1100041006.avi,3
../Engagement Datasets/DAiSEE/DAiSEE/DataSet/Train/110004/1100041015/1100041015.avi,1100041015.avi,3
../Engagement Datasets/DAiSEE/DAiSEE/DataSet/Train/110004/1100041016/1100041016.avi,1100041016.avi,3
../Engagement Datasets/DAiSEE/DAiSEE/DataSet/Train/110004/1100041017/1100041017.avi,1100041017.avi,2
../Engagement Datasets/DAiSEE/DAiSEE/DataSet/Train/110004/1100041018/1100041018.avi,1100041018.avi,2
../Engagement Datasets/DAiSEE/DAiSEE/DataSet/Train/110004/1100041021/1100041021.avi,1100041021.avi,2
../Engagement Datasets/DAiSEE/DAiSEE/DataSet/Train/110004/1100041022/1100041022.avi,1100041022.avi,2
../Engagement Datasets/DAiSEE/DAiSEE/DataSet/Train/110004/1100041023/1100041023.avi,1100041023.avi,2
../Engagement Datasets/DAiSEE/DAiSEE/DataSet/Train/110004/1100041024/1100041024.avi,1100041024.avi,2
../Engagement Datasets/DAiSEE/DAiSEE/DataSet/Train/110004/1100041029/1100041029.avi,1100041029.avi,3
../Engagement Datasets/DAiSEE/DAiSEE/DataSet/Train/110004/1100041034/1100041034.avi,1100041034.avi,2
../Engagement Datasets/DAiSEE/DAiSEE/DataSet/Train/110004/1100041044/1100041044.avi,1100041044.avi,2
../Engagement Datasets/DAiSEE/DAiSEE/DataSet/Train/110004/1100041051/1100041051.avi,1100041051.avi,3
../Engagement Datasets/DAiSEE/DAiSEE/DataSet/Train/110004/1100041052/1100041052.avi,1100041052.avi,2
../Engagement Datasets/DAiSEE/DAiSEE/DataSet/Train/110004/1100042009/1100042009.avi,1100042009.avi,2
../Engagement Datasets/DAiSEE/DAiSEE/DataSet/Train/110004/1100042010/1100042010.avi,1100042010.avi,2
../Engagement Datasets/DAiSEE/DAiSEE/DataSet/Train/110004/1100042011/1100042011.avi,1100042011.avi,2
../Engagement Datasets/DAiSEE/DAiSEE/DataSet/Train/110004/1100042017/1100042017.avi,1100042017.avi,2
../Engagement Datasets/DAiSEE/DAiSEE/DataSet/Train/110004/1100042018/1100042018.avi,1100042018.avi,2
../Engagement Datasets/DAiSEE/DAiSEE/DataSet/Train/110004/1100042019/1100042019.avi,1100042019.avi,3
../Engagement Datasets/DAiSEE/DAiSEE/DataSet/Train/110004/1100042020/1100042020.avi,1100042020.avi,3
../Engagement Datasets/DAiSEE/DAiSEE/DataSet/Train/110004/1100042023/1100042023.avi,1100042023.avi,1
../Engagement Datasets/DAiSEE/DAiSEE/DataSet/Train/110004/1100042024/1100042024.avi,1100042024.avi,2
../Engagement Datasets/DAiSEE/DAiSEE/DataSet/Train/110004/1100042025/1100042025.avi,1100042025.avi,2
../Engagement Datasets/DAiSEE/DAiSEE/DataSet/Train/110004/1100042026/1100042026.avi,1100042026.avi,1
../Engagement Datasets/DAiSEE/DAiSEE/DataSet/Train/110004/1100042029/1100042029.avi,1100042029.avi,3
../Engagement Datasets/DAiSEE/DAiSEE/DataSet/Train/110004/1100042030/1100042030.avi,1100042030.avi,2
../Engagement Datasets/DAiSEE/DAiSEE/DataSet/Train/110004/1100042031/1100042031.avi,1100042031.avi,3
../Engagement Datasets/DAiSEE/DAiSEE/DataSet/Train/110004/1100042034/1100042034.avi,1100042034.avi,2
../Engagement Datasets/DAiSEE/DAiSEE/DataSet/Train/110004/1100042040/1100042040.avi,1100042040.avi,2
../Engagement Datasets/DAiSEE/DAiSEE/DataSet/Train/110004/1100042041/1100042041.avi,1100042041.avi,3
../Engagement Datasets/DAiSEE/DAiSEE/DataSet/Train/110004/1100042058/1100042058.avi,1100042058.avi,2
../Engagement Datasets/DAiSEE/DAiSEE/DataSet/Train/110004/1100042059/1100042059.avi,1100042059.avi,2
../Engagement Datasets/DAiSEE/DAiSEE/DataSet/Train/110004/1100042060/1100042060.avi,1100042060.avi,2
../Engagement Datasets/DAiSEE/DAiSEE/DataSet/Train/110005/1100051002/1100051002.avi,1100051002.avi,2
../Engagement Datasets/DAiSEE/DAiSEE/DataSet/Train/110005/1100051004/1100051004.avi,1100051004.avi,2
../Engagement Datasets/DAiSEE/DAiSEE/DataSet/Train/110005/1100051006/1100051006.avi,1100051006.avi,2
../Engagement Datasets/DAiSEE/DAiSEE/DataSet/Train/110005/1100051007/1100051007.avi,1100051007.avi,1
../Engagement Datasets/DAiSEE/DAiSEE/DataSet/Train/110005/1100051008/1100051008.avi,1100051008.avi,2
../Engagement Datasets/DAiSEE/DAiSEE/DataSet/Train/110005/1100051009/1100051009.avi,1100051009.avi,2
../Engagement Datasets/DAiSEE/DAiSEE/DataSet/Train/110005/1100051011/1100051011.avi,1100051011.avi,2
../Engagement Datasets/DAiSEE/DAiSEE/DataSet/Train/110005/1100051012/1100051012.avi,1100051012.avi,2
../Engagement Datasets/DAiSEE/DAiSEE/DataSet/Train/110005/1100051013/1100051013.avi,1100051013.avi,2
../Engagement Datasets/DAiSEE/DAiSEE/DataSet/Train/110005/1100051014/1100051014.avi,1100051014.avi,2
../Engagement Datasets/DAiSEE/DAiSEE/DataSet/Train/110005/1100051016/1100051016.avi,1100051016.avi,1
../Engagement Datasets/DAiSEE/DAiSEE/DataSet/Train/110005/1100051017/1100051017.avi,1100051017.avi,2
../Engagement Datasets/DAiSEE/DAiSEE/DataSet/Train/110005/1100051019/1100051019.avi,1100051019.avi,3
../Engagement Datasets/DAiSEE/DAiSEE/DataSet/Train/110005/1100051020/1100051020.avi,1100051020.avi,2
../Engagement Datasets/DAiSEE/DAiSEE/DataSet/Train/110005/1100051021/1100051021.avi,1100051021.avi,2
../Engagement Datasets/DAiSEE/DAiSEE/DataSet/Train/110005/1100051022/1100051022.avi,1100051022.avi,2
../Engagement Datasets/DAiSEE/DAiSEE/DataSet/Train/110005/1100051023/1100051023.avi,1100051023.avi,2
../Engagement Datasets/DAiSEE/DAiSEE/DataSet/Train/110005/1100051024/1100051024.avi,1100051024.avi,2
../Engagement Datasets/DAiSEE/DAiSEE/DataSet/Train/110005/1100051025/1100051025.avi,1100051025.avi,2
../Engagement Datasets/DAiSEE/DAiSEE/DataSet/Train/110005/1100051026/1100051026.avi,1100051026.avi,2
../Engagement Datasets/DAiSEE/DAiSEE/DataSet/Train/110005/1100051028/1100051028.avi,1100051028.avi,2
../Engagement Datasets/DAiSEE/DAiSEE/DataSet/Train/110005/1100051029/1100051029.avi,1100051029.avi,2
../Engagement Datasets/DAiSEE/DAiSEE/DataSet/Train/110005/1100051030/1100051030.avi,1100051030.avi,1
../Engagement Datasets/DAiSEE/DAiSEE/DataSet/Train/110005/1100051031/1100051031.avi,1100051031.avi,1
../Engagement Datasets/DAiSEE/DAiSEE/DataSet/Train/110005/1100051032/1100051032.avi,1100051032.avi,3
../Engagement Datasets/DAiSEE/DAiSEE/DataSet/Train/110005/1100051033/1100051033.avi,1100051033.avi,2
../Engagement Datasets/DAiSEE/DAiSEE/DataSet/Train/110005/1100051034/1100051034.avi,1100051034.avi,2
../Engagement Datasets/DAiSEE/DAiSEE/DataSet/Train/110005/1100051035/1100051035.avi,1100051035.avi,2
../Engagement Datasets/DAiSEE/DAiSEE/DataSet/Train/110005/1100051036/1100051036.avi,1100051036.avi,2
../Engagement Datasets/DAiSEE/DAiSEE/DataSet/Train/110005/1100051037/1100051037.avi,1100051037.avi,2
../Engagement Datasets/DAiSEE/DAiSEE/DataSet/Train/110005/1100051039/1100051039.avi,1100051039.avi,2
../Engagement Datasets/DAiSEE/DAiSEE/DataSet/Train/110005/1100051041/1100051041.avi,1100051041.avi,3
../Engagement Datasets/DAiSEE/DAiSEE/DataSet/Train/110005/1100051042/1100051042.avi,1100051042.avi,2
../Engagement Datasets/DAiSEE/DAiSEE/DataSet/Train/110005/1100051044/1100051044.avi,1100051044.avi,2
../Engagement Datasets/DAiSEE/DAiSEE/DataSet/Train/110005/1100051045/1100051045.avi,1100051045.avi,3
../Engagement Datasets/DAiSEE/DAiSEE/DataSet/Train/110005/1100051046/1100051046.avi,1100051046.avi,2
../Engagement Datasets/DAiSEE/DAiSEE/DataSet/Train/110005/1100051048/1100051048.avi,1100051048.avi,2
../Engagement Datasets/DAiSEE/DAiSEE/DataSet/Train/110005/1100051049/1100051049.avi,1100051049.avi,2
../Engagement Datasets/DAiSEE/DAiSEE/DataSet/Train/110005/1100051050/1100051050.avi,1100051050.avi,3
../Engagement Datasets/DAiSEE/DAiSEE/DataSet/Train/110005/1100051051/1100051051.avi,1100051051.avi,2
../Engagement Datasets/DAiSEE/DAiSEE/DataSet/Train/110005/1100051052/1100051052.avi,1100051052.avi,2
../Engagement Datasets/DAiSEE/DAiSEE/DataSet/Train/110005/1100051053/1100051053.avi,1100051053.avi,1
../Engagement Datasets/DAiSEE/DAiSEE/DataSet/Train/110005/1100051054/1100051054.avi,1100051054.avi,2
../Engagement Datasets/DAiSEE/DAiSEE/DataSet/Train/110005/1100051055/1100051055.avi,1100051055.avi,2
../Engagement Datasets/DAiSEE/DAiSEE/DataSet/Train/110005/1100051056/1100051056.avi,1100051056.avi,2
../Engagement Datasets/DAiSEE/DAiSEE/DataSet/Train/110005/1100051057/1100051057.avi,1100051057.avi,3
../Engagement Datasets/DAiSEE/DAiSEE/DataSet/Train/110005/1100051059/1100051059.avi,1100051059.avi,3
../Engagement Datasets/DAiSEE/DAiSEE/DataSet/Train/110005/1100051061/1100051061.avi,1100051061.avi,2
../Engagement Datasets/DAiSEE/DAiSEE/DataSet/Train/110005/1100051062/1100051062.avi,1100051062.avi,3
../Engagement Datasets/DAiSEE/DAiSEE/DataSet/Train/110005/1100051064/1100051064.avi,1100051064.avi,3
../Engagement Datasets/DAiSEE/DAiSEE/DataSet/Train/110005/1100051065/1100051065.avi,1100051065.avi,2
../Engagement Datasets/DAiSEE/DAiSEE/DataSet/Train/110005/1100051066/1100051066.avi,1100051066.avi,3
